beta,step,test_best_mse,test_class_mi_norm,test_class_purity,test_eff_frac_mean,test_eff_frac_min,test_expert_align_m,test_expert_diversity,test_mean_mse,test_soft_mse,test_usage_entropy,train_best_mse,train_class_mi_norm,train_class_purity,train_eff_frac_mean,train_eff_frac_min,train_expert_align_m,train_expert_diversity,train_mean_mse,train_soft_mse,train_usage_entropy,variant
1.10243,2200,0.0386570505797863,0.0,0.0302734375,0.2515227810945362,0.001630862825550139,0.05615752935409546,0.6135480999946594,0.42018118500709534,0.0386570505797863,-0.0,0.03854449838399887,0.0,0.029296875,0.25147585224476643,0.0017060256795957685,0.05615752935409546,0.6135480999946594,0.41864681243896484,0.03854449838399887,-0.0,grid_1.10243
1.10243,2400,0.038480717688798904,0.0,0.021484375,0.25226464378647506,0.002779033500701189,0.05556770786643028,0.6138774156570435,0.4195343255996704,0.038480717688798904,-0.0,0.038173895329236984,0.0,0.02734375,0.2533540581353009,0.003707395400851965,0.05556770786643028,0.6138774156570435,0.4179200828075409,0.03817389905452728,-0.0,grid_1.10243
1.10243,2600,0.038114115595817566,0.0,0.0048828125,0.25458935054484755,0.0052843596786260605,0.05491090938448906,0.6141414046287537,0.4170856475830078,0.038114119321107864,-0.0,0.03816203400492668,0.0,0.0087890625,0.2531671313336119,0.0035569441970437765,0.05491090938448906,0.6141414046287537,0.41693586111068726,0.03816203773021698,-0.0,grid_1.10243
1.10243,2800,0.03855924680829048,0.0,0.0146484375,0.2515003642474767,0.0014897639630362391,0.05538949370384216,0.6146042346954346,0.4181549549102783,0.03855925053358078,-0.0,0.038174375891685486,0.0,0.0087890625,0.25224675197387114,0.002770954743027687,0.05538949370384216,0.6146042346954346,0.41846999526023865,0.038174379616975784,-0.0,grid_1.10243
1.10243,3000,0.03769918531179428,0.0,0.013671875,0.25039639986061957,0.0005069738836027682,0.05530669167637825,0.6151493787765503,0.4189453125,0.03769921138882637,-0.0,0.03894396126270294,0.0,0.0400390625,0.2513379329757299,0.001398200518451631,0.05530669167637825,0.6151493787765503,0.42079734802246094,0.03894396126270294,-0.0,grid_1.10243
1.10243,3200,0.038255542516708374,0.0,0.025390625,0.252825214760378,0.002552446210756898,0.05547621473670006,0.615731418132782,0.41889306902885437,0.038255542516708374,-0.0,0.03797692805528641,0.0,0.001953125,0.2505171366210561,0.0006329233292490244,0.05547621473670006,0.615731418132782,0.419542521238327,0.0379769466817379,-0.0,grid_1.10243
1.10243,3400,0.03782817721366882,0.0,0.02734375,0.2636387364473194,0.01515823882073164,0.05576295778155327,0.616353452205658,0.416297972202301,0.03782817721366882,-0.0,0.037963513284921646,0.0,0.02734375,0.25651632342487574,0.008156737312674522,0.05576295778155327,0.616353452205658,0.4185701310634613,0.037963517010211945,-0.0,grid_1.10243
1.10243,3600,0.037535350769758224,0.0,0.0234375,0.2584936327766627,0.010130835697054863,0.056614406406879425,0.6168651580810547,0.41975659132003784,0.037535350769758224,-0.0,0.038077227771282196,0.0,0.0068359375,0.25343645189423114,0.004034366924315691,0.056614406406879425,0.6168651580810547,0.41644784808158875,0.03807723522186279,-0.0,grid_1.10243
1.10243,3800,0.03685173764824867,0.0,0.037109375,0.25190241768723354,0.002296492690220475,0.055213797837495804,0.617601752281189,0.4163985848426819,0.03685174137353897,-0.0,0.03743850439786911,0.0,0.015625,0.25168791151372716,0.0016884810756891966,0.055213797837495804,0.617601752281189,0.41740846633911133,0.03743850439786911,-0.0,grid_1.10243
1.10243,4000,0.037217773497104645,0.0,0.0224609375,0.25130628517945297,0.0014915213687345386,0.05531072989106178,0.6183330416679382,0.41791051626205444,0.03721778094768524,-0.0,0.03789535537362099,0.0,0.0078125,0.2541948793223128,0.0046130637638270855,0.05531072989106178,0.6183330416679382,0.4170355796813965,0.03789535537362099,-0.0,grid_1.10243
