t,tau,R_eff,rho,alpha,beta_scaled,beta,beta_glass_gauss,beta_glass_exact,beta_inf_gauss,beta_inf_exact,entropy_density,free_energy,mean_energy_density,theory_entropy_density_liquid
0.85,2.1544346900318843,0.13661232147481323,0.36961104079128,0.11876410093034503,1.6142857142857143,21.043547526985783,13.03582590167261,22.27860666601976,4.818185179091139,8.23441899720711,0.041076609921638065,0.013615315059340721,0.015567296295820094,0.0
0.85,2.1544346900318843,0.13661232147481323,0.36961104079128,0.11876410093034503,1.742857142857143,22.719582285772265,13.03582590167261,22.27860666601976,4.818185179091139,8.23441899720711,0.036890867479082,0.01375197507803338,0.015375722689897888,0.0
0.85,2.1544346900318843,0.13661232147481323,0.36961104079128,0.11876410093034503,1.8714285714285717,24.395617044558744,13.03582590167261,22.27860666601976,4.818185179091139,8.23441899720711,0.0333042376297258,0.013858097192283045,0.015223270189092078,0.0
0.85,2.1544346900318843,0.13661232147481323,0.36961104079128,0.11876410093034503,2.0,26.07165180334522,13.03582590167261,22.27860666601976,4.818185179091139,8.23441899720711,0.030223580582297627,0.013941787718605348,0.015101038417804222,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,0.2,1.794720511075777,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.11571476756734958,-0.030161823413540734,0.03431326719429367,0.11401353689313123
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,0.3285714285714286,2.9484694110530625,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.11112676694383279,-0.005319980686940215,0.032369664838038534,0.10594242554419145
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,0.4571428571428572,4.102218311030347,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.10504149085131871,0.005031997917223641,0.03063801955894744,0.09394482759306476
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,0.5857142857142859,5.255967211007634,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.09785709938425169,0.010480527542052101,0.02909881328388634,0.07802074303975112
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,0.7142857142857144,6.409716110984919,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.08993386149626689,0.013706714838166063,0.027737579846701926,0.0581701718842506
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,0.842857142857143,7.5634650109622035,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.08163141167695429,0.015754052630163426,0.026546911664830836,0.034393114126563165
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,0.9714285714285715,8.717213910939488,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.07333015543693104,0.017113043534828627,0.025525152746110787,0.006689569766688797
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,1.1,9.870962810916772,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.0653963655103124,0.018044701040772014,0.024669826346480527,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,1.2285714285714286,11.024711710894058,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.05810981759854861,0.018700166688936478,0.02397103627014534,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,1.3571428571428572,12.178460610871342,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.05162005503707788,0.019171959145544603,0.023410594609126777,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,1.4857142857142858,13.332209510848628,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.045957965896698635,0.019518771957693613,0.022965909947784597,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,1.6142857142857143,14.485958410825912,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.041076609921637995,0.019778776206619407,0.022614391825323647,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,1.742857142857143,15.6397073108032,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.036890867479082004,0.019977300288826386,0.022336095549246603,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,1.8714285714285717,16.793456210780484,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.033304237629725765,0.02013146238784277,0.02211462995095264,0.0
0.85,7.742636826811277,0.288292479708677,0.5369287473293612,0.11876410093034503,2.0,17.947205110757768,8.973602555378884,15.336148489281722,4.818185179091139,8.23441899720711,0.030223580582297637,0.020253038435369294,0.02193706558030794,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,0.2,1.5155358878854606,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.1157147675673496,-0.03571808728809086,0.04063428977689551,0.11401353689313123
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,0.3285714285714286,2.4898089586689713,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.11112676694383279,-0.00630000155964648,0.03833264648224992,0.10594242554419145
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,0.4571428571428572,3.4640820294524812,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.10504149085131871,0.0059589680098782235,0.03628200596285682,0.09394482759306476
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,0.5857142857142859,4.4383551002359924,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.0978570993842517,0.012411199165240135,0.0344592546214267,0.07802074303975112
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,0.7142857142857144,5.412628171019502,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.08993386149626688,0.01623169893643752,0.032847261405293995,0.0581701718842506
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,0.842857142857143,6.386901241803013,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.08163141167695429,0.018656187302414085,0.03143725414319552,0.034393114126563165
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,0.9714285714285715,7.361174312586523,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.07333015543693103,0.02026552487763381,0.03022727178417659,0.006689569766688797
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,1.1,8.335447383370033,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.06539636551031239,0.021368807781443656,0.029214381330475225,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,1.2285714285714286,9.309720454153544,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.05810981759854863,0.022145020111662816,0.02838686355741557,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,1.3571428571428572,10.283993524937054,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.051620055037077894,0.022703723871576303,0.02772318006939551,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,1.4857142857142858,11.258266595720563,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.045957965896698684,0.023114424847015518,0.027196577770465385,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,1.6142857142857143,12.232539666504074,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.04107660992163813,0.023422325809469825,0.0267803046954175,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,1.742857142857143,13.206812737287587,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.03689086747908207,0.0236574210290073,0.026450742037862518,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,1.8714285714285717,14.181085808071096,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.03330423762972569,0.023839982117363472,0.026188479128133324,0.0
0.85,27.825594022071257,0.4042914121455752,0.6358391401491222,0.11876410093034503,2.0,15.155358878854605,7.577679439427302,12.950475170930664,4.818185179091139,8.23441899720711,0.030223580582297647,0.023983954310892855,0.02597820471590747,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,0.2,1.1513582608558475,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.1157147675673496,-0.047015811647965075,0.053487021832670664,0.11401353689313123
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,0.3285714285714286,1.8915171428346067,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.11112676694383279,-0.008292708518268955,0.050457362748491774,0.10594242554419145
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,0.4571428571428572,2.6316760248133657,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.10504149085131873,0.007843805165404168,0.04775809927338354,0.09394482759306476
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,0.5857142857142859,3.3718349067921256,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.0978570993842517,0.016336893898371486,0.04535880691882549,0.07802074303975112
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,0.7142857142857144,4.111993788770884,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.0899338614962669,0.021365827732227703,0.04323693603542118,0.0581701718842506
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,0.842857142857143,4.852152670749644,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.08163141167695429,0.024557188104860062,0.04138093979121053,0.034393114126563165
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,0.9714285714285715,5.592311552728402,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.07333015543693105,0.026675563361189963,0.039788236849696595,0.006689569766688797
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,1.1,6.332470434707162,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.06539636551031244,0.028127817530948913,0.03845496649825974,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,1.2285714285714286,7.07262931668592,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.058109817598548566,0.029149547849878395,0.03736570269083046,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,1.3571428571428572,7.81278819866468,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.051620055037077894,0.029884971069247156,0.0364920943809863,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,1.4857142857142858,8.552947080643438,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.04595796589669869,0.030425577836601235,0.03579892639860839,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,1.6142857142857143,9.293105962622198,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.04107660992163804,0.03083086867819133,0.035250985061976506,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,1.742857142857143,10.033264844600957,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.036890867479082115,0.031140325130099282,0.03481718087451169,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,1.8714285714285717,10.773423726579717,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.033304237629725605,0.03138063076783322,0.03447196352100053,0.0
0.85,100.0,0.7004965544496594,0.8369567219693378,0.11876410093034503,2.0,11.513582608558474,5.756791304279237,9.83852424033555,4.818185179091139,8.23441899720711,0.030223580582297783,0.03157014174245305,0.03419517876262706,0.0
